,alpha,beta,rho,K,loglike
9907,0.45,30,0.35000000000000003,4,-570.8691335983387
9908,0.45,30,0.35000000000000003,5,-573.7445021368907
9909,0.45,30,0.35000000000000003,6,-575.2034630240275
9910,0.45,30,0.4,2,-565.8281553286763
9911,0.45,30,0.4,3,-569.3484026874668
9912,0.45,30,0.4,4,-572.7969249178889
9913,0.45,30,0.4,5,-576.2899008990074
9914,0.45,30,0.4,6,-578.0786727123693
9915,0.45,30,0.45,2,-566.6730167566348
9916,0.45,30,0.45,3,-570.7718656173658
9917,0.45,30,0.45,4,-574.8397427069214
9918,0.45,30,0.45,5,-579.0342375394603
9919,0.45,30,0.45,6,-581.2047501664773
9920,0.45,30,0.5,2,-567.5399636223158
9921,0.45,30,0.5,3,-572.2613967980993
9922,0.45,30,0.5,4,-577.0130546449889
9923,0.45,30,0.5,5,-582.0119712871508
9924,0.45,30,0.5,6,-584.6295787349127
9925,0.45,30,0.55,2,-568.4303192247196
9926,0.45,30,0.55,3,-573.8247157755515
9927,0.45,30,0.55,4,-579.3359337158696
9928,0.45,30,0.55,5,-585.2676126540453
9929,0.45,30,0.55,6,-588.4162115020262
9930,0.45,30,0.6000000000000001,2,-569.3455489259387
9931,0.45,30,0.6000000000000001,3,-575.4713725285806
9932,0.45,30,0.6000000000000001,4,-581.8323826167185
9933,0.45,30,0.6000000000000001,5,-588.8601649339827
9934,0.45,30,0.6000000000000001,6,-592.6500439395637
9935,0.45,30,0.65,2,-570.2872847563524
9936,0.45,30,0.65,3,-577.2135349878749
9937,0.45,30,0.65,4,-584.5333915216189
9938,0.45,30,0.65,5,-592.8703928637376
9939,0.45,30,0.65,6,-597.450801216825
9940,0.45,30,0.7000000000000001,2,-571.2573563440494
9941,0.45,30,0.7000000000000001,3,-579.0673285630245
9942,0.45,30,0.7000000000000001,4,-587.4803265651198
9943,0.45,30,0.7000000000000001,5,-597.4134514928242
9944,0.45,30,0.7000000000000001,6,-602.9938285531572
9945,0.45,30,0.75,2,-572.2578304086888
9946,0.45,30,0.75,3,-581.055312831183
9947,0.45,30,0.75,4,-590.7309538085884
9948,0.45,30,0.75,5,-602.6625886005696
9949,0.45,30,0.75,6,-609.5509682961847
9950,0.45,30,0.8,2,-573.2910620943579
9951,0.45,30,0.8,3,-583.2115945875266
9952,0.45,30,0.8,4,-594.3713328085756
9953,0.45,30,0.8,5,-608.8984862296393
9954,0.45,30,0.8,6,-617.5776309113554
9955,0.45,30,0.8500000000000001,2,-574.3597630507272
9956,0.45,30,0.8500000000000001,3,-585.594136829339
9957,0.45,30,0.8500000000000001,4,-598.5431332632606
9958,0.45,30,0.8500000000000001,5,-616.6282610275384
9959,0.45,30,0.8500000000000001,6,-627.9275419060667
9960,0.45,30,0.9,2,-575.4670938357633
9961,0.45,30,0.9,3,-588.3222108544569
9962,0.45,30,0.9,4,-603.5231214397655
9963,0.45,30,0.9,5,-626.9462589441366
9964,0.45,30,0.9,6,-642.5172954725339
9965,0.45,30,0.9500000000000001,2,-576.6167927077165
9966,0.45,30,0.9500000000000001,3,-591.7513494972653
9967,0.45,30,0.9500000000000001,4,-610.0813777650844
9968,0.45,30,0.9500000000000001,5,-643.2084270748286
9969,0.45,30,0.9500000000000001,6,-667.4622155450442
9970,0.45,30,1.0,2,-577.8133607642919
9971,0.45,30,1.0,3,-626.8432727788048
9972,0.45,30,1.0,4,-674.1290818022072
9973,0.45,30,1.0,5,-1033.7563976508093
9974,0.45,30,1.0,6,-1324.1878019959643
9975,0.45,35,0.0,2,-636.3758554415248
9976,0.45,35,0.0,3,-636.3758554415248
9977,0.45,35,0.0,4,-636.3758554415248
9978,0.45,35,0.0,5,-636.3758554415248
9979,0.45,35,0.0,6,-636.3758554415248
9980,0.45,35,0.05,2,-637.0819629982134
9981,0.45,35,0.05,3,-637.4406502463621
9982,0.45,35,0.05,4,-637.7678450839186
9983,0.45,35,0.05,5,-638.0718919302316
9984,0.45,35,0.05,6,-638.2202593043727
9985,0.45,35,0.1,2,-637.8028962805306
9986,0.45,35,0.1,3,-638.5395612983166
9987,0.45,35,0.1,4,-639.2172129081775
9988,0.45,35,0.1,5,-639.8527880688071
9989,0.45,35,0.1,6,-640.1645107890016
9990,0.45,35,0.15000000000000002,2,-638.5393314255701
9991,0.45,35,0.15000000000000002,3,-639.6750017886538
9992,0.45,35,0.15000000000000002,4,-640.7290162701458
9993,0.45,35,0.15000000000000002,5,-641.7275638135865
9994,0.45,35,0.15000000000000002,6,-642.220029025079
9995,0.45,35,0.2,2,-639.2919959254547
9996,0.45,35,0.2,3,-640.8496755974547
9997,0.45,35,0.2,4,-642.3090336133142
9998,0.45,35,0.2,5,-643.7067743701951
9999,0.45,35,0.2,6,-644.4003115235607
10000,0.45,35,0.25,2,-640.0616744945784
10001,0.45,35,0.25,3,-642.0666315267259
10002,0.45,35,0.25,4,-643.9639134808675
10003,0.45,35,0.25,5,-645.8028836823859
10004,0.45,35,0.25,6,-646.7214713177187
10005,0.45,35,0.30000000000000004,2,-640.8492158862773
10006,0.45,35,0.30000000000000004,3,-643.3293323651873
10007,0.45,35,0.30000000000000004,4,-645.7013657052448
10008,0.45,35,0.30000000000000004,5,-648.0307602221886
10009,0.45,35,0.30000000000000004,6,-649.2029596882576
10010,0.45,35,0.35000000000000003,2,-641.6555408660512
10011,0.45,35,0.35000000000000003,3,-644.6417444555387
10012,0.45,35,0.35000000000000003,4,-647.5304105942586
10013,0.45,35,0.35000000000000003,5,-650.4083470884955
10014,0.45,35,0.35000000000000003,6,-651.8685571657079
10015,0.45,35,0.4,2,-642.4816516067566
10016,0.45,35,0.4,3,-646.008456337768
10017,0.45,35,0.4,4,-649.4617096299651
10018,0.45,35,0.4,5,-652.9575864977332
10019,0.45,35,0.4,6,-654.7477619642551
10020,0.45,35,0.45,2,-643.3286428498848
10021,0.45,35,0.45,3,-647.4348398661932
10022,0.45,35,0.45,4,-651.5080136830691
10023,0.45,35,0.45,5,-655.7057257966919
10024,0.45,35,0.45,6,-657.8777839190891
10025,0.45,35,0.5,2,-644.1977152847957
10026,0.45,35,0.5,3,-648.9272755498209
10027,0.45,35,0.5,4,-653.6847857953511
10028,0.45,35,0.5,5,-658.6872140513452
10029,0.45,35,0.5,6,-661.3064913438419
10030,0.45,35,0.55,2,-645.0901917475456
10031,0.45,35,0.55,3,-650.4934790258657
10032,0.45,35,0.55,4,-656.0110927105585
10033,0.45,35,0.55,5,-661.9465474713807
10034,0.45,35,0.55,6,-665.0969156086912
10035,0.45,35,0.6000000000000001,2,-646.0075370526379
10036,0.45,35,0.6000000000000001,3,-652.1429946656674
10037,0.45,35,0.6000000000000001,4,-658.5109284548389
10038,0.45,35,0.6000000000000001,5,-665.5427084991968
10039,0.45,35,0.6000000000000001,6,-669.3344196195438
10040,0.45,35,0.65,2,-646.9513825756787
10041,0.45,35,0.65,3,-653.8879819448783
10042,0.45,35,0.65,4,-661.2152706486534
10043,0.45,35,0.65,5,-669.5564301064504
10044,0.45,35,0.65,6,-674.1386773814673
10045,0.45,35,0.7000000000000001,2,-647.9235571521986
10046,0.45,35,0.7000000000000001,3,-655.744552695076
10047,0.45,35,0.7000000000000001,4,-664.1654662477572
10048,0.45,35,0.7000000000000001,5,-674.1028161552584
10049,0.45,35,0.7000000000000001,6,-679.6849488629304
10050,0.45,35,0.75,2,-648.926126529151
10051,0.45,35,0.75,3,-657.7352428228447
10052,0.45,35,0.75,4,-667.4192497915201
10053,0.45,35,0.75,5,-679.3550255685077
10054,0.45,35,0.75,6,-686.2449230148552
10055,0.45,35,0.8,2,-649.9614446378778
10056,0.45,35,0.8,3,-659.8941130023461
10057,0.45,35,0.8,4,-671.0626233519117
10058,0.45,35,0.8,5,-685.5935693614083
10059,0.45,35,0.8,6,-694.2737036636388
10060,0.45,35,0.8500000000000001,2,-651.0322215885308
10061,0.45,35,0.8500000000000001,3,-662.2790207266871
10062,0.45,35,0.8500000000000001,4,-675.237133956266
10063,0.45,35,0.8500000000000001,5,-693.3251804972888
10064,0.45,35,0.8500000000000001,6,-704.6243013740079
10065,0.45,35,0.9,2,-652.1416159437372
10066,0.45,35,0.9,3,-665.0089251170127
10067,0.45,35,0.9,4,-680.2192079419685
10068,0.45,35,0.9,5,-703.6430968728015
10069,0.45,35,0.9,6,-719.21116838462
10070,0.45,35,0.9500000000000001,2,-653.2933633125408
10071,0.45,35,0.9500000000000001,3,-668.4378130825804
10072,0.45,35,0.9500000000000001,4,-686.7773265180083
10073,0.45,35,0.9500000000000001,5,-719.8979092577068
10074,0.45,35,0.9500000000000001,6,-744.1389532070328
10075,0.45,35,1.0,2,-654.4919611745931
10076,0.45,35,1.0,3,-697.52069689242
10077,0.45,35,1.0,4,-741.947639369298
10078,0.45,35,1.0,5,-1067.7577626411928
10079,0.45,35,1.0,6,-1324.1878019959643
10080,0.45,40,0.0,2,-713.0787458098423
10081,0.45,40,0.0,3,-713.0787458098423
10082,0.45,40,0.0,4,-713.0787458098423
10083,0.45,40,0.0,5,-713.0787458098423
10084,0.45,40,0.0,6,-713.0787458098423
10085,0.45,40,0.05,2,-713.7850511077463
10086,0.45,40,0.05,3,-714.1437508325934
10087,0.45,40,0.05,4,-714.4709429491181
10088,0.45,40,0.05,5,-714.7749120921424
10089,0.45,40,0.05,6,-714.9232310230898
10090,0.45,40,0.1,2,-714.5061588453935
10091,0.45,40,0.1,3,-715.2428176882597
10092,0.45,40,0.1,4,-715.9204358022099
10093,0.45,40,0.1,5,-716.5558179233429
10094,0.45,40,0.1,6,-716.8674205796966
10095,0.45,40,0.15000000000000002,2,-715.2427433483389
10096,0.45,40,0.15000000000000002,3,-716.3783529008621
10097,0.45,40,0.15000000000000002,4,-717.4322704459843
10098,0.45,40,0.15000000000000002,5,-718.4304637532694
10099,0.45,40,0.15000000000000002,6,-718.9227084041188
10100,0.45,40,0.2,2,-715.9955300816097
10101,0.45,40,0.2,3,-717.5530523987751
10102,0.45,40,0.2,4,-719.0122118084399
10103,0.45,40,0.2,5,-720.4093807623626
10104,0.45,40,0.2,6,-721.1025605194322
10105,0.45,40,0.25,2,-716.7653014804985
10106,0.45,40,0.25,3,-718.7699553852314
10107,0.45,40,0.25,4,-720.6668920733792
10108,0.45,40,0.25,5,-722.5050029452242
10109,0.45,40,0.25,6,-723.4230501007316
10110,0.45,40,0.30000000000000004,2,-717.5529037225505
10111,0.45,40,0.30000000000000004,3,-720.0325128993552
10112,0.45,40,0.30000000000000004,4,-722.4040010441578
10113,0.45,40,0.30000000000000004,5,-724.7321609294988
10114,0.45,40,0.30000000000000004,6,-725.903577220945
10115,0.45,40,0.35000000000000003,2,-718.3592546454963
10116,0.45,40,0.35000000000000003,3,-721.3446766664263
10117,0.45,40,0.35000000000000003,4,-724.2325341838173
10118,0.45,40,0.35000000000000003,5,-727.1087492487233
10119,0.45,40,0.35000000000000003,6,-728.5678555038442
10120,0.45,40,0.4,2,-719.1853530733557
10121,0.45,40,0.4,3,-722.7110166920469
10122,0.45,40,0.4,4,-726.1631216856365
10123,0.45,40,0.4,5,-729.6566466809161
10124,0.45,40,0.4,6,-731.4452940423454
10125,0.45,40,0.45,2,-720.0322898904434
10126,0.45,40,0.45,3,-724.1368807946172
10127,0.45,40,0.45,4,-728.2084743091348
10128,0.45,40,0.45,5,-732.403015983654
10129,0.45,40,0.45,6,-734.5729812816218
10130,0.45,40,0.5,2,-720.9012613090529
10131,0.45,40,0.5,3,-725.6286174629631
10132,0.45,40,0.5,4,-730.3840025732331
10133,0.45,40,0.5,5,-735.3821906694818
10134,0.45,40,0.5,6,-737.9986158181382
10135,0.45,40,0.55,2,-721.7935849238638
10136,0.45,40,0.55,3,-727.193898269208
10137,0.45,40,0.55,4,-732.7087026544039
10138,0.45,40,0.55,5,-738.6385044730066
10139,0.45,40,0.55,6,-741.7849842696454
10140,0.45,40,0.6000000000000001,2,-722.7107193540645
10141,0.45,40,0.6000000000000001,3,-728.8422044862656
10142,0.45,40,0.6000000000000001,4,-735.2064706960334
10143,0.45,40,0.6000000000000001,5,-742.2307032322118
10144,0.45,40,0.6000000000000001,6,-746.0170831326509
10145,0.45,40,0.65,2,-723.6542885731343
10146,0.45,40,0.65,3,-730.5856006683224
10147,0.45,40,0.65,4,-737.9081429319297
10148,0.45,40,0.65,5,-746.2391600218986
10149,0.45,40,0.65,6,-750.8140120300147
10150,0.45,40,0.7000000000000001,2,-724.6261124646418
10151,0.45,40,0.7000000000000001,3,-732.440046649821
10152,0.45,40,0.7000000000000001,4,-740.8548509624534
10153,0.45,40,0.7000000000000001,5,-750.7783999668362
10154,0.45,40,0.7000000000000001,6,-756.3500766156241
10155,0.45,40,0.75,2,-725.628245799526
10156,0.45,40,0.75,3,-734.4278143462374
10157,0.45,40,0.75,4,-744.1039768012698
10158,0.45,40,0.75,5,-756.0205803788957
10159,0.45,40,0.75,6,-762.8952552043176
10160,0.45,40,0.8,2,-726.6630288394474
10161,0.45,40,0.8,3,-736.5824526642657
10162,0.45,40,0.8,4,-747.7408832745664
10163,0.45,40,0.8,5,-762.2442932168342
10164,0.45,40,0.8,6,-770.9012502351435
10165,0.45,40,0.8500000000000001,2,-727.7331543629671
10166,0.45,40,0.8500000000000001,3,-738.9606571593605
10167,0.45,40,0.8500000000000001,4,-751.9057647149025
10168,0.45,40,0.8500000000000001,5,-769.9519984198
10169,0.45,40,0.8500000000000001,6,-781.2132055175912
10170,0.45,40,0.9,2,-728.8417585009896
10171,0.45,40,0.9,3,-741.6779924610009
10172,0.45,40,0.9,4,-756.8713512100709
10173,0.45,40,0.9,5,-780.2247644747491
10174,0.45,40,0.9,6,-795.7223317823634
10175,0.45,40,0.9500000000000001,2,-729.9925471277835
10176,0.45,40,0.9500000000000001,3,-745.0721251512383
10177,0.45,40,0.9500000000000001,4,-763.3892658572593
10178,0.45,40,0.9500000000000001,5,-796.3563330980517
10179,0.45,40,0.9500000000000001,6,-820.4211697349289
10180,0.45,40,1.0,2,-731.189977189242
10181,0.45,40,1.0,3,-768.2001278010995
10182,0.45,40,1.0,4,-809.7287418798795
10183,0.45,40,1.0,5,-1101.7101399774026
10184,0.45,40,1.0,6,-1324.1878019959643
10185,0.45,45,0.0,2,-789.8030121593064
10186,0.45,45,0.0,3,-789.8030121593064
10187,0.45,45,0.0,4,-789.8030121593064
10188,0.45,45,0.0,5,-789.8030121593064
10189,0.45,45,0.0,6,-789.8030121593064
10190,0.45,45,0.05,2,-790.5037189547057
10191,0.45,45,0.05,3,-790.8594981692225
10192,0.45,45,0.05,4,-791.1844307675111
10193,0.45,45,0.05,5,-791.4860753135316
10194,0.45,45,0.05,6,-791.6331474631105
10195,0.45,45,0.1,2,-791.2189686903638
10196,0.45,45,0.1,3,-791.9494401193901
10197,0.45,45,0.1,4,-792.622226282301
10198,0.45,45,0.1,5,-793.2525396193206
10199,0.45,45,0.1,6,-793.5613939524085
10200,0.45,45,0.15000000000000002,2,-791.949416030896
10201,0.45,45,0.15000000000000002,3,-793.0751723348161
10202,0.45,45,0.15000000000000002,4,-794.1213226110254
10203,0.45,45,0.15000000000000002,5,-795.1111943347963
10204,0.45,45,0.15000000000000002,6,-795.5988734619492
10205,0.45,45,0.2,2,-792.6957645030886
10206,0.45,45,0.2,3,-794.2393050311916
10207,0.45,45,0.2,4,-795.6873389971901
10208,0.45,45,0.2,5,-797.0723120239128
10209,0.45,45,0.2,6,-797.7587142007311
10210,0.45,45,0.25,2,-793.458771951798
10211,0.45,45,0.25,3,-795.4447744814277
10212,0.45,45,0.25,4,-797.3267322329649
10213,0.45,45,0.25,5,-799.1480063720102
10214,0.45,45,0.25,6,-800.056564675959
10215,0.45,45,0.30000000000000004,2,-794.2392568545849
10216,0.45,45,0.30000000000000004,3,-796.6949064746342
10217,0.45,45,0.30000000000000004,4,-799.0469786738548
10218,0.45,45,0.30000000000000004,5,-801.3527061905671
10219,0.45,45,0.30000000000000004,6,-802.5112835937086
10220,0.45,45,0.35000000000000003,2,-795.0381056768009
10221,0.45,45,0.35000000000000003,3,-797.9934979746262
10222,0.45,45,0.35000000000000003,4,-800.8568108009982
10223,0.45,45,0.35000000000000003,5,-803.7037946082489
10224,0.45,45,0.35000000000000003,6,-805.1458834446086
10225,0.45,45,0.4,2,-795.8562814984173
10226,0.45,45,0.4,3,-799.3449243079178
10227,0.45,45,0.4,4,-802.766530156051
10228,0.45,45,0.4,5,-806.2224886778934
10229,0.45,45,0.4,6,-807.9888487489923
10230,0.45,45,0.45,2,-796.6948342102957
10231,0.45,45,0.45,3,-800.7542831814941
10232,0.45,45,0.45,4,-804.7884298956477
10233,0.45,45,0.45,5,-808.9350784393505
10234,0.45,45,0.45,6,-811.0760231528286
10235,0.45,45,0.5,2,-797.5549126677598
10236,0.45,45,0.5,3,-802.2275935976302
10237,0.45,45,0.5,4,-806.9373793475469
10238,0.45,45,0.5,5,-811.8747204849034
10239,0.45,45,0.5,6,-814.4533883074414
10240,0.45,45,0.55,2,-798.4377793135625
10241,0.45,45,0.55,3,-803.7720798031356
10242,0.45,45,0.55,4,-809.2316564598032
10243,0.45,45,0.55,5,-815.0841189323795
10244,0.45,45,0.55,6,-818.1812941622509
10245,0.45,45,0.6000000000000001,2,-799.3448279562291
10246,0.45,45,0.6000000000000001,3,-805.3965931182884
10247,0.45,45,0.6000000000000001,4,-811.6941759014239
10248,0.45,45,0.6000000000000001,5,-818.6196902575143
10249,0.45,45,0.6000000000000001,6,-822.3411589712264
10250,0.45,45,0.65,2,-800.277605637513
10251,0.45,45,0.65,3,-807.1122700103947
10252,0.45,45,0.65,4,-814.3543823541684
10253,0.45,45,0.65,5,-822.5583451795609
10254,0.45,45,0.65,6,-827.0466039956989
10255,0.45,45,0.7000000000000001,2,-801.237839882438
10256,0.45,45,0.7000000000000001,3,-808.9336233371909
10257,0.45,45,0.7000000000000001,4,-817.2513379899417
10258,0.45,45,0.7000000000000001,5,-827.009202305205
10259,0.45,45,0.7000000000000001,6,-832.4630987382701
10260,0.45,45,0.75,2,-802.2274731589722
10261,0.45,45,0.75,3,-810.8804986460191
10262,0.45,45,0.75,4,-820.4391440944332
10263,0.45,45,0.75,5,-832.135417087509
10264,0.45,45,0.75,6,-838.8453798327185
10265,0.45,45,0.8,2,-803.2487071845378
10266,0.45,45,0.8,3,-812.9819619135683
10267,0.45,45,0.8,4,-823.9974767413901
10268,0.45,45,0.8,5,-838.1992292892108
10269,0.45,45,0.8,6,-846.6163802441174
10270,0.45,45,0.8500000000000001,2,-804.3040609792965
10271,0.45,45,0.8500000000000001,3,-815.2852172747034
10272,0.45,45,0.8500000000000001,4,-828.0552858168587
10273,0.45,45,0.8500000000000001,5,-845.6694264691373
10274,0.45,45,0.8500000000000001,6,-856.559512644685
10275,0.45,45,0.9,2,-805.3964485930424
10276,0.45,45,0.9,3,-817.8810548786477
10277,0.45,45,0.9,4,-832.8578546885874
10278,0.45,45,0.9,5,-855.5425901543584
10279,0.45,45,0.9,6,-870.4041845322696
10280,0.45,45,0.9500000000000001,2,-806.5292857963253
10281,0.45,45,0.9500000000000001,3,-821.012220041921
10282,0.45,45,0.9500000000000001,4,-839.0574200442713
10283,0.45,45,0.9500000000000001,5,-870.8056783231925
10284,0.45,45,0.9500000000000001,6,-893.5265820038529
10285,0.45,45,1.0,2,-807.7066408259552
10286,0.45,45,1.0,3,-838.6306953387605
10287,0.45,45,1.0,4,-876.9452524408358
10288,0.45,45,1.0,5,-1135.1085933645186
10289,0.45,45,1.0,6,-1324.1878019959643
10290,0.45,50,0.0,2,-866.5341826971481
10291,0.45,50,0.0,3,-866.5341826971481
10292,0.45,50,0.0,4,-866.5341826971481
10293,0.45,50,0.0,5,-866.5341826971481
10294,0.45,50,0.0,6,-866.5341826971481
10295,0.45,50,0.05,2,-867.1684216463407
10296,0.45,50,0.05,3,-867.4901947945999
10297,0.45,50,0.05,4,-867.7888856846877
10298,0.45,50,0.05,5,-868.0639595463028
10299,0.45,50,0.05,6,-868.1969902253484
10300,0.45,50,0.1,2,-867.8151473747254
10301,0.45,50,0.1,3,-868.4749057438432
10302,0.45,50,0.1,4,-869.0928542533595
10303,0.45,50,0.1,5,-869.6669059452901
10304,0.45,50,0.1,6,-869.9457120621175
10305,0.45,50,0.15000000000000002,2,-868.4748979311095
10306,0.45,50,0.15000000000000002,3,-869.4902291827784
10307,0.45,50,0.15000000000000002,4,-870.4503232834825
10308,0.45,50,0.15000000000000002,5,-871.3506530036461
10309,0.45,50,0.15000000000000002,6,-871.7899677334951
10310,0.45,50,0.2,2,-869.1482496337344
10311,0.45,50,0.2,3,-870.5382936361361
10312,0.45,50,0.2,4,-871.8661217229311
10313,0.45,50,0.2,5,-873.1241202152917
10314,0.45,50,0.2,6,-873.7411091930302
10315,0.45,50,0.25,2,-869.8358211214813
10316,0.45,50,0.25,3,-871.621479423605
10317,0.45,50,0.25,4,-873.3457937602212
10318,0.45,50,0.25,5,-874.9978279192327
10319,0.45,50,0.25,6,-875.8126659636893
10320,0.45,50,0.30000000000000004,2,-870.5382780107086
10321,0.45,50,0.30000000000000004,3,-872.7424648361917
10322,0.45,50,0.30000000000000004,4,-874.8957538830183
10323,0.45,50,0.30000000000000004,5,-876.9843120002143
10324,0.45,50,0.30000000000000004,6,-878.020943512875
10325,0.45,50,0.35000000000000003,2,-871.2563382807264
10326,0.45,50,0.35000000000000003,3,-873.9042848700991
10327,0.45,50,0.35000000000000003,4,-876.523488380695
10328,0.45,50,0.35000000000000003,5,-879.0986843209183
10329,0.45,50,0.35000000000000003,6,-880.3858429487399
10330,0.45,50,0.4,2,-871.9907785436546
10331,0.45,50,0.4,3,-875.11040739967
10332,0.45,50,0.4,4,-878.2378218894385
10333,0.45,50,0.4,5,-881.3594058767377
10334,0.45,50,0.4,6,-882.9320082870253
10335,0.45,50,0.45,2,-872.7424413981108
10336,0.45,50,0.45,3,-876.3648342785475
10337,0.45,50,0.45,4,-880.0492773356522
10338,0.45,50,0.45,5,-883.7893790577461
10339,0.45,50,0.45,6,-885.6904722932983
10340,0.45,50,0.5,2,-873.5122441254302
10341,0.45,50,0.5,3,-877.6722393108549
10342,0.45,50,0.5,4,-881.9705740084811
10343,0.45,50,0.5,5,-886.4175340329691
10344,0.45,50,0.5,6,-888.701086116439
10345,0.45,50,0.55,2,-874.3011890686919
10346,0.45,50,0.55,3,-879.0381630147582
10347,0.45,50,0.55,4,-884.0173372385049
10348,0.45,50,0.55,5,-889.2812093342951
10349,0.45,50,0.55,6,-892.0162286213923
10350,0.45,50,0.6000000000000001,2,-875.1103761489757
10351,0.45,50,0.6000000000000001,3,-880.4692992410783
10352,0.45,50,0.6000000000000001,4,-886.2091464112212
10353,0.45,50,0.6000000000000001,5,-892.429867057543
10354,0.45,50,0.6000000000000001,6,-895.7067011514948
10355,0.45,50,0.65,2,-875.9410181361369
10356,0.45,50,0.65,3,-881.9739394435161
10357,0.45,50,0.65,4,-888.571153346464
10358,0.45,50,0.65,5,-895.9311754822929
10359,0.45,50,0.65,6,-899.8715628841421
10360,0.45,50,0.7000000000000001,2,-876.794459528357
10361,0.45,50,0.7000000000000001,3,-883.5627081234388
10362,0.45,50,0.7000000000000001,4,-891.1367288150111
10363,0.45,50,0.7000000000000001,5,-899.8815830816557
10364,0.45,50,0.7000000000000001,6,-904.6555649476006
10365,0.45,50,0.75,2,-877.6722002475876
10366,0.45,50,0.75,3,-885.2498882887389
10367,0.45,50,0.75,4,-893.9521309849089
10368,0.45,50,0.75,5,-904.426177805105
10369,0.45,50,0.75,6,-910.2825429917456
10370,0.45,50,0.8,2,-878.5759258965044
10371,0.45,50,0.8,3,-887.0560963166412
10372,0.45,50,0.8,4,-897.0856444758381
10373,0.45,50,0.8,5,-909.8000614948771
10374,0.45,50,0.8,6,-917.126325135552
10375,0.45,50,0.8500000000000001,2,-879.5075471677985
10376,0.45,50,0.8500000000000001,3,-889.0146021762615
10377,0.45,50,0.8500000000000001,4,-900.6483831563098
10378,0.45,50,0.8500000000000001,5,-916.4282239890035
10379,0.45,50,0.8500000000000001,6,-925.8848735279513
10380,0.45,50,0.9,2,-880.4692523652781
10381,0.45,50,0.9,3,-891.1902984018537
10382,0.45,50,0.9,4,-904.8542865287809
10383,0.45,50,0.9,5,-925.2286165726615
10384,0.45,50,0.9,6,-938.1157547051246
10385,0.45,50,0.9500000000000001,2,-881.463579292497
10386,0.45,50,0.9500000000000001,3,-893.7675782956401
10387,0.45,50,0.9500000000000001,4,-910.28822395656
