alpha,beta,rho,K,loglike
0.35000000000000003,10,0.1,3,-286.83021835259945
0.35000000000000003,10,0.1,4,-287.0002956813724
0.35000000000000003,10,0.1,5,-287.28713039586626
0.35000000000000003,10,0.1,6,-287.49396771699764
0.35000000000000003,10,0.15000000000000002,2,-286.82579781010924
0.35000000000000003,10,0.15000000000000002,3,-287.00963626712115
0.35000000000000003,10,0.15000000000000002,4,-287.3034317261714
0.35000000000000003,10,0.15000000000000002,5,-287.7776059901888
0.35000000000000003,10,0.15000000000000002,6,-288.1172562115864
0.35000000000000003,10,0.2,2,-286.95088178636314
0.35000000000000003,10,0.2,3,-287.24703302535795
0.35000000000000003,10,0.2,4,-287.6937636242762
0.35000000000000003,10,0.2,5,-288.3898148779725
0.35000000000000003,10,0.2,6,-288.8860085991488
0.35000000000000003,10,0.25,2,-287.10922656118953
0.35000000000000003,10,0.25,3,-287.54685404513293
0.35000000000000003,10,0.25,4,-288.1788777662752
0.35000000000000003,10,0.25,5,-289.1363565755471
0.35000000000000003,10,0.25,6,-289.81686962774046
0.35000000000000003,10,0.30000000000000004,2,-287.3032820677055
0.35000000000000003,10,0.30000000000000004,3,-287.91431147062366
0.35000000000000003,10,0.30000000000000004,4,-288.7677061074067
0.35000000000000003,10,0.30000000000000004,5,-290.0323259219045
0.35000000000000003,10,0.30000000000000004,6,-290.9300250739124
0.35000000000000003,10,0.35000000000000003,2,-287.535944813676
0.35000000000000003,10,0.35000000000000003,3,-288.35557958998555
0.35000000000000003,10,0.35000000000000003,4,-289.4708625845196
0.35000000000000003,10,0.35000000000000003,5,-291.0959999060773
0.35000000000000003,10,0.35000000000000003,6,-292.250247278092
0.35000000000000003,10,0.4,2,-287.8106851958669
0.35000000000000003,10,0.4,3,-288.87806276261284
0.35000000000000003,10,0.4,4,-290.3010986187665
0.35000000000000003,10,0.4,5,-292.349784331406
0.35000000000000003,10,0.4,6,-293.8083604871953
0.35000000000000003,10,0.45,2,-288.1317276617988
0.35000000000000003,10,0.45,3,-289.49077220322937
0.35000000000000003,10,0.45,4,-291.27393433706004
0.35000000000000003,10,0.45,5,-293.8215495563894
0.35000000000000003,10,0.45,6,-295.6433457717039
0.35000000000000003,10,0.5,2,-288.504313320877
0.35000000000000003,10,0.5,3,-290.20487177144213
0.35000000000000003,10,0.5,4,-292.4085575346873
0.35000000000000003,10,0.5,5,-295.54656752184064
0.35000000000000003,10,0.5,6,-297.8054524845833
0.35000000000000003,10,0.55,2,-288.9350962893766
0.35000000000000003,10,0.55,3,-291.0344966463843
0.35000000000000003,10,0.55,4,-293.72914635088046
0.35000000000000003,10,0.55,5,-297.5704131699489
0.35000000000000003,10,0.55,6,-300.36095514041733
0.35000000000000003,10,0.6000000000000001,2,-289.43276718029006
0.35000000000000003,10,0.6000000000000001,3,-291.9980335676728
0.35000000000000003,10,0.6000000000000001,4,-295.26689363316405
0.35000000000000003,10,0.6000000000000001,5,-299.95348275735086
0.35000000000000003,10,0.6000000000000001,6,-303.39972431070083
0.35000000000000003,10,0.65,2,-290.00908443011235
0.35000000000000003,10,0.65,3,-293.1202267324432
0.35000000000000003,10,0.65,4,-297.06325941394147
0.35000000000000003,10,0.65,5,-302.77837321546946
0.35000000000000003,10,0.65,6,-307.04788007113103
0.35000000000000003,10,0.7000000000000001,2,-290.68068977962554
0.35000000000000003,10,0.7000000000000001,3,-294.4358660379101
0.35000000000000003,10,0.7000000000000001,4,-299.1755259505486
0.35000000000000003,10,0.7000000000000001,5,-306.16267512423576
0.35000000000000003,10,0.7000000000000001,6,-311.49026616268736
0.35000000000000003,10,0.75,2,-291.472568208004
0.35000000000000003,10,0.75,3,-295.9967845572488
0.35000000000000003,10,0.75,4,-301.6870664109706
0.35000000000000003,10,0.75,5,-310.28292679290485
0.35000000000000003,10,0.75,6,-317.0136009728218
0.35000000000000003,10,0.8,2,-292.4253746101103
0.35000000000000003,10,0.8,3,-297.88661997439596
0.35000000000000003,10,0.8,4,-304.7284542807469
0.35000000000000003,10,0.8,5,-315.424358092751
0.35000000000000003,10,0.8,6,-324.0983940279624
0.35000000000000003,10,0.8500000000000001,2,-293.6134255272668
0.35000000000000003,10,0.8500000000000001,3,-300.25695373013787
0.35000000000000003,10,0.8500000000000001,4,-308.52790512460274
0.35000000000000003,10,0.8500000000000001,5,-322.1005688181919
0.35000000000000003,10,0.8500000000000001,6,-333.6456490124591
0.35000000000000003,10,0.9,2,-295.2002161107658
0.35000000000000003,10,0.9,3,-303.43857873877124
0.35000000000000003,10,0.9,4,-313.5633730645299
0.35000000000000003,10,0.9,5,-331.41555466150805
0.35000000000000003,10,0.9,6,-347.6784413207772
0.35000000000000003,10,0.9500000000000001,2,-297.6999818896015
0.35000000000000003,10,0.9500000000000001,3,-308.4649925814926
0.35000000000000003,10,0.9500000000000001,4,-321.2671214833689
0.35000000000000003,10,0.9500000000000001,5,-346.7406867388056
0.35000000000000003,10,0.9500000000000001,6,-372.65272591207815
0.35000000000000003,10,1.0,2,-372.5708465220121
0.35000000000000003,10,1.0,3,-460.64815636253513
0.35000000000000003,10,1.0,4,-535.7469523158745
0.35000000000000003,10,1.0,5,-956.3051684353327
0.35000000000000003,10,1.0,6,-1497.1083604553046
0.35000000000000003,15,0.0,2,-344.47747180649156
0.35000000000000003,15,0.0,3,-344.47747180649156
0.35000000000000003,15,0.0,4,-344.47747180649156
0.35000000000000003,15,0.0,5,-344.47747180649156
0.35000000000000003,15,0.0,6,-344.47747180649156
0.35000000000000003,15,0.05,2,-345.07209135364644
0.35000000000000003,15,0.05,3,-345.32490140182426
0.35000000000000003,15,0.05,4,-345.5555523378726
0.35000000000000003,15,0.05,5,-345.7881419853392
0.35000000000000003,15,0.05,6,-345.9326363733477
0.35000000000000003,15,0.1,2,-345.690684123428
0.35000000000000003,15,0.1,3,-346.2163465396436
0.35000000000000003,15,0.1,4,-346.69934816120985
0.35000000000000003,15,0.1,5,-347.18963772549955
0.35000000000000003,15,0.1,6,-347.4955484529723
0.35000000000000003,15,0.15000000000000002,2,-346.3349082231081
0.35000000000000003,15,0.15000000000000002,3,-347.15529814545107
0.35000000000000003,15,0.15000000000000002,4,-347.91472112409843
0.35000000000000003,15,0.15000000000000002,5,-348.69130668632204
0.35000000000000003,15,0.15000000000000002,6,-349.17823506828637
0.35000000000000003,15,0.2,2,-347.00665282331863
0.35000000000000003,15,0.2,3,-348.14574998583254
0.35000000000000003,15,0.2,4,-349.208419063422
0.35000000000000003,15,0.2,5,-350.30408431009505
0.35000000000000003,15,0.2,6,-350.9949183124308
0.35000000000000003,15,0.25,2,-347.7080900221781
0.35000000000000003,15,0.25,3,-349.19230981808556
0.35000000000000003,15,0.25,4,-350.5882707928475
0.35000000000000003,15,0.25,5,-352.04087802372
0.35000000000000003,15,0.25,6,-352.9625825292024
0.35000000000000003,15,0.30000000000000004,2,-348.4417434088347
0.35000000000000003,15,0.30000000000000004,3,-350.3003454865646
0.35000000000000003,15,0.30000000000000004,4,-352.0634402209988
0.35000000000000003,15,0.30000000000000004,5,-353.91707666303455
0.35000000000000003,15,0.30000000000000004,6,-355.1017374800847
0.35000000000000003,15,0.35000000000000003,2,-349.2105805037027
0.35000000000000003,15,0.35000000000000003,3,-351.4761807143485
0.35000000000000003,15,0.35000000000000003,4,-353.64476337780616
0.35000000000000003,15,0.35000000000000003,5,-355.9512381391138
0.35000000000000003,15,0.35000000000000003,6,-357.4374648344668
0.35000000000000003,15,0.4,2,-350.01814020948365
0.35000000000000003,15,0.4,3,-352.72736337779105
0.35000000000000003,15,0.4,4,-355.3452044821947
0.35000000000000003,15,0.4,5,-358.16603687864114
0.35000000000000003,15,0.4,6,-360.0008843947055
0.35000000000000003,15,0.45,2,-350.8687131003511
0.35000000000000003,15,0.45,3,-354.0630426134509
0.35000000000000003,15,0.45,4,-357.18048768800907
0.35000000000000003,15,0.45,5,-360.5896002836362
0.35000000000000003,15,0.45,6,-362.8312598297716
0.35000000000000003,15,0.5,2,-351.7676041520303
0.35000000000000003,15,0.5,3,-355.4945149081085
0.35000000000000003,15,0.5,4,-359.1699965340423
0.35000000000000003,15,0.5,5,-363.2574464252653
0.35000000000000003,15,0.5,6,-365.97911089068253
0.35000000000000003,15,0.55,2,-352.7215291979385
0.35000000000000003,15,0.55,3,-357.036043053351
0.35000000000000003,15,0.55,4,-361.3380970730818
0.35000000000000003,15,0.55,5,-366.21538608183783
0.35000000000000003,15,0.55,6,-369.51097099131755
0.35000000000000003,15,0.6000000000000001,2,-353.73923852300106
0.35000000000000003,15,0.6000000000000001,3,-358.7061366476231
0.35000000000000003,15,0.6000000000000001,4,-363.7161626585985
0.35000000000000003,15,0.6000000000000001,5,-369.5240416271235
0.35000000000000003,15,0.6000000000000001,6,-373.51695875523006
0.35000000000000003,15,0.65,2,-354.83254828774506
0.35000000000000003,15,0.65,3,-360.5296582369788
0.35000000000000003,15,0.65,4,-366.3458268150411
0.35000000000000003,15,0.65,5,-373.26622692585266
0.35000000000000003,15,0.65,6,-378.12343206844895
0.35000000000000003,15,0.7000000000000001,2,-356.0181561001679
0.35000000000000003,15,0.7000000000000001,3,-362.5415117852569
0.35000000000000003,15,0.7000000000000001,4,-369.284538645164
0.35000000000000003,15,0.7000000000000001,5,-377.55974080570275
0.35000000000000003,15,0.7000000000000001,6,-383.5154628036864
0.35000000000000003,15,0.75,2,-357.3211010349466
0.35000000000000003,15,0.75,3,-364.79364036244544
0.35000000000000003,15,0.75,4,-372.6158318583857
0.35000000000000003,15,0.75,5,-382.58132160215507
0.35000000000000003,15,0.75,6,-389.97998832519244
0.35000000000000003,15,0.8,2,-358.78209038963234
0.35000000000000003,15,0.8,3,-367.3697877771091
0.35000000000000003,15,0.8,4,-376.470434496744
0.35000000000000003,15,0.8,5,-388.61639142277687
0.35000000000000003,15,0.8,6,-397.9977284669636
0.35000000000000003,15,0.8500000000000001,2,-360.47549148612563
0.35000000000000003,15,0.8500000000000001,3,-370.42163790314606
0.35000000000000003,15,0.8500000000000001,4,-381.07671099056034
0.35000000000000003,15,0.8500000000000001,5,-396.17873490655035
0.35000000000000003,15,0.8500000000000001,6,-408.46988899633266
0.35000000000000003,15,0.9,2,-362.56484868514315
0.35000000000000003,15,0.9,3,-374.2800825454132
0.35000000000000003,15,0.9,4,-386.912758891381
0.35000000000000003,15,0.9,5,-406.3725255488127
0.35000000000000003,15,0.9,6,-423.41973954256997
0.35000000000000003,15,0.9500000000000001,2,-365.56444507841616
0.35000000000000003,15,0.9500000000000001,3,-379.97871461002035
0.35000000000000003,15,0.9500000000000001,4,-395.41097965117245
0.35000000000000003,15,0.9500000000000001,5,-422.56930538072027
0.35000000000000003,15,0.9500000000000001,6,-449.30342149432414
0.35000000000000003,15,1.0,2,-432.667327586227
0.35000000000000003,15,1.0,3,-517.6137622359258
0.35000000000000003,15,1.0,4,-591.3866492616507
0.35000000000000003,15,1.0,5,-990.6361676805471
0.35000000000000003,15,1.0,6,-1497.1083604553046
0.35000000000000003,20,0.0,2,-417.2223195055215
0.35000000000000003,20,0.0,3,-417.2223195055215
0.35000000000000003,20,0.0,4,-417.2223195055215
0.35000000000000003,20,0.0,5,-417.2223195055215
0.35000000000000003,20,0.0,6,-417.2223195055215
0.35000000000000003,20,0.05,2,-417.9755496292632
0.35000000000000003,20,0.05,3,-418.2905239092197
0.35000000000000003,20,0.05,4,-418.56649325131355
0.35000000000000003,20,0.05,5,-418.8285141949237
0.35000000000000003,20,0.05,6,-418.98660594813305
0.35000000000000003,20,0.1,2,-418.752151065304
0.35000000000000003,20,0.1,3,-419.4016565601819
0.35000000000000003,20,0.1,4,-419.97488570643515
0.35000000000000003,20,0.1,5,-420.5237346667824
0.35000000000000003,20,0.1,6,-420.8567003166469
0.35000000000000003,20,0.15000000000000002,2,-419.5537878350281
0.35000000000000003,20,0.15000000000000002,3,-420.5592211538228
0.35000000000000003,20,0.15000000000000002,4,-421.4533778712241
0.35000000000000003,20,0.15000000000000002,5,-422.31735304039887
0.35000000000000003,20,0.15000000000000002,6,-422.84465659038557
0.35000000000000003,20,0.2,2,-420.3823549248525
0.35000000000000003,20,0.2,3,-421.7672239893786
0.35000000000000003,20,0.2,4,-423.00873636011164
0.35000000000000003,20,0.2,5,-424.2203287161269
0.35000000000000003,20,0.2,6,-424.9647232556577
0.35000000000000003,20,0.25,2,-421.24003015266044
0.35000000000000003,20,0.25,3,-423.0302851255364
0.35000000000000003,20,0.25,4,-424.6488083989454
0.35000000000000003,20,0.25,5,-426.24559259068945
0.35000000000000003,20,0.25,6,-427.2339105017214
0.35000000000000003,20,0.30000000000000004,2,-422.129342733555
0.35000000000000003,20,0.30000000000000004,3,-424.35378448256245
0.35000000000000003,20,0.30000000000000004,4,-426.3827759526405
0.35000000000000003,20,0.30000000000000004,5,-428.40855649464675
0.35000000000000003,20,0.30000000000000004,6,-429.6727534027601
0.35000000000000003,20,0.35000000000000003,2,-423.0532657222075
0.35000000000000003,20,0.35000000000000003,3,-425.7440576395248
0.35000000000000003,20,0.35000000000000003,4,-428.2214927606504
0.35000000000000003,20,0.35000000000000003,5,-430.7278008713481
0.35000000000000003,20,0.35000000000000003,6,-432.30635842245874
0.35000000000000003,20,0.4,2,-424.0153434658764
0.35000000000000003,20,0.4,3,-427.208664114159
0.35000000000000003,20,0.4,4,-430.1779404134167
0.35000000000000003,20,0.4,5,-433.22602222945517
0.35000000000000003,20,0.4,6,-435.16586965282585
0.35000000000000003,20,0.45,2,-425.0198718954472
0.35000000000000003,20,0.45,3,-428.75676447484267
0.35000000000000003,20,0.45,4,-432.267860106667
0.35000000000000003,20,0.45,5,-435.9313696142936
0.35000000000000003,20,0.45,6,-438.29057456094824
0.35000000000000003,20,0.5,2,-426.0721612571778
0.35000000000000003,20,0.5,3,-430.39966643532955
0.35000000000000003,20,0.5,4,-434.51065209937167
0.35000000000000003,20,0.5,5,-438.87938231270704
0.35000000000000003,20,0.5,6,-441.7310162167866
0.35000000000000003,20,0.55,2,-427.1789325702139
0.35000000000000003,20,0.55,3,-432.15164381360233
0.35000000000000003,20,0.55,4,-436.9306988501604
0.35000000000000003,20,0.55,5,-442.1158919013827
0.35000000000000003,20,0.55,6,-445.5537508853934
0.35000000000000003,20,0.6000000000000001,2,-428.34894122129856
0.35000000000000003,20,0.6000000000000001,3,-434.0312170374988
0.35000000000000003,20,0.6000000000000001,4,-439.5593898105805
0.35000000000000003,20,0.6000000000000001,5,-445.7015411445287
0.35000000000000003,20,0.6000000000000001,6,-449.8489195837353
0.35000000000000003,20,0.65,2,-429.5940083888486
0.35000000000000003,20,0.65,3,-436.0632592878206
0.35000000000000003,20,0.65,4,-442.43837430062945
0.35000000000000003,20,0.65,5,-449.71916389718837
0.35000000000000003,20,0.65,6,-454.74290214115825
0.35000000000000003,20,0.7000000000000001,2,-430.930836612915
0.35000000000000003,20,0.7000000000000001,3,-438.28268496840286
0.35000000000000003,20,0.7000000000000001,4,-445.62511691874926
0.35000000000000003,20,0.7000000000000001,5,-454.28657858216195
0.35000000000000003,20,0.7000000000000001,6,-460.42079192665625
0.35000000000000003,20,0.75,2,-432.3844698080082
0.35000000000000003,20,0.75,3,-440.74144738866414
0.35000000000000003,20,0.75,4,-449.20316656702795
0.35000000000000003,20,0.75,5,-459.58054273346033
0.35000000000000003,20,0.75,6,-467.1695473463047
0.35000000000000003,20,0.8,2,-433.99562000072456
0.35000000000000003,20,0.8,3,-443.5233003747866
0.35000000000000003,20,0.8,4,-453.30326615843074
0.35000000000000003,20,0.8,5,-465.88649724258613
0.35000000000000003,20,0.8,6,-475.46990878589384
0.35000000000000003,20,0.8500000000000001,2,-435.838659072143
0.35000000000000003,20,0.8500000000000001,3,-446.7799375240911
0.35000000000000003,20,0.8500000000000001,4,-458.15379460244185
0.35000000000000003,20,0.8500000000000001,5,-473.71824504593013
0.35000000000000003,20,0.8500000000000001,6,-486.223101945938
0.35000000000000003,20,0.9,2,-438.0771355311537
0.35000000000000003,20,0.9,3,-450.84225976863394
0.35000000000000003,20,0.9,4,-464.2328632380512
0.35000000000000003,20,0.9,5,-484.17997713850764
0.35000000000000003,20,0.9,6,-501.45241522440057
0.35000000000000003,20,0.9500000000000001,2,-441.2253345094565
0.35000000000000003,20,0.9500000000000001,3,-456.7438664072243
0.35000000000000003,20,0.9500000000000001,4,-472.97288447570776
0.35000000000000003,20,0.9500000000000001,5,-500.64325004234524
0.35000000000000003,20,0.9500000000000001,6,-527.6140037322373
0.35000000000000003,20,1.0,2,-500.1851501725412
0.35000000000000003,20,1.0,3,-579.2609245412949
0.35000000000000003,20,1.0,4,-649.7623382240627
0.35000000000000003,20,1.0,5,-1026.210324510098
0.35000000000000003,20,1.0,6,-1497.1083604553046
0.35000000000000003,25,0.0,2,-493.94635269837534
0.35000000000000003,25,0.0,3,-493.94635269837534
0.35000000000000003,25,0.0,4,-493.94635269837534
0.35000000000000003,25,0.0,5,-493.94635269837534
0.35000000000000003,25,0.0,6,-493.94635269837534
0.35000000000000003,25,0.05,2,-494.75645904367144
0.35000000000000003,25,0.05,3,-495.09395397689485
0.35000000000000003,25,0.05,4,-495.3862909828131
0.35000000000000003,25,0.05,5,-495.65892559781093
0.35000000000000003,25,0.05,6,-495.82176929918717
0.35000000000000003,25,0.1,2,-495.5898344777406
0.35000000000000003,25,0.1,3,-496.28429841585876
0.35000000000000003,25,0.1,4,-496.8901932348732
0.35000000000000003,25,0.1,5,-497.4602178549145
0.35000000000000003,25,0.1,6,-497.8026639175529
0.35000000000000003,25,0.15000000000000002,2,-496.44814344485906
0.35000000000000003,25,0.15000000000000002,3,-497.5208906322735
0.35000000000000003,25,0.15000000000000002,4,-498.46394183977725
0.35000000000000003,25,0.15000000000000002,5,-499.35960335947624
0.35000000000000003,25,0.15000000000000002,6,-499.9010924809755
0.35000000000000003,25,0.2,2,-497.3332813496729
0.35000000000000003,25,0.2,3,-498.8077378376537
0.35000000000000003,25,0.2,4,-500.1143047830875
0.35000000000000003,25,0.2,5,-501.3680432642317
0.35000000000000003,25,0.2,6,-502.13130540312005
0.35000000000000003,25,0.25,2,-498.2474264231274
0.35000000000000003,25,0.25,3,-500.1494609930885
0.35000000000000003,25,0.25,4,-501.8491306474742
0.35000000000000003,25,0.25,5,-503.4984701995453
0.35000000000000003,25,0.25,6,-504.5103147788496
0.35000000000000003,25,0.30000000000000004,2,-499.1931082874912
0.35000000000000003,25,0.30000000000000004,3,-501.5514409105264
0.35000000000000003,25,0.30000000000000004,4,-503.6776027395252
0.35000000000000003,25,0.30000000000000004,5,-505.76629770990826
0.35000000000000003,25,0.30000000000000004,6,-507.0586575647777
0.35000000000000003,25,0.35000000000000003,2,-500.17330039762726
0.35000000000000003,25,0.35000000000000003,3,-503.02001404873624
0.35000000000000003,25,0.35000000000000003,4,-505.6105761239341
0.35000000000000003,25,0.35000000000000003,5,-508.190107931413
0.35000000000000003,25,0.35000000000000003,6,-509.801442081677
0.35000000000000003,25,0.4,2,-501.1915474923836
0.35000000000000003,25,0.4,3,-504.5627407912414
0.35000000000000003,25,0.4,4,-507.6610336979844
0.35000000000000003,25,0.4,5,-510.792599042008
0.35000000000000003,25,0.4,6,-512.7698142499385
0.35000000000000003,25,0.45,2,-502.2521458831084
0.35000000000000003,25,0.45,3,-506.1887825552764
0.35000000000000003,25,0.45,4,-509.8447179427617
0.35000000000000003,25,0.45,5,-513.601921729309
0.35000000000000003,25,0.45,6,-516.0030633310232
0.35000000000000003,25,0.5,2,-503.3604061813454
0.35000000000000003,25,0.5,3,-507.90944788164785
0.35000000000000003,25,0.5,4,-512.181030376138
0.35000000000000003,25,0.5,5,-516.6536168897809
0.35000000000000003,25,0.5,6,-519.5517341466516
0.35000000000000003,25,0.55,2,-504.52304974959685
0.35000000000000003,25,0.55,3,-509.7390113854351
0.35000000000000003,25,0.55,4,-514.6943546808811
0.35000000000000003,25,0.55,5,-519.9935176676745
0.35000000000000003,25,0.55,6,-523.4823846565504
0.35000000000000003,25,0.6000000000000001,2,-505.7488322842116
0.35000000000000003,25,0.6000000000000001,3,-511.69599424730154
0.35000000000000003,25,0.6000000000000001,4,-517.4160814833693
0.35000000000000003,25,0.6000000000000001,5,-523.6822683364463
0.35000000000000003,25,0.6000000000000001,6,-527.885157489804
0.35000000000000003,25,0.65,2,-507.04957521752567
0.35000000000000003,25,0.65,3,-513.8052703299852
0.35000000000000003,25,0.65,4,-520.3878612021757
0.35000000000000003,25,0.65,5,-527.8027041723203
0.35000000000000003,25,0.65,6,-532.8864339578552
0.35000000000000003,25,0.7000000000000001,2,-508.4419812439698
0.35000000000000003,25,0.7000000000000001,3,-516.1017545950899
0.35000000000000003,25,0.7000000000000001,4,-523.6671594042901
0.35000000000000003,25,0.7000000000000001,5,-532.4726448726757
0.35000000000000003,25,0.7000000000000001,6,-538.6713086866597
0.35000000000000003,25,0.75,2,-509.9510942365012
0.35000000000000003,25,0.75,3,-518.6374006683961
0.35000000000000003,25,0.75,4,-527.337525712355
0.35000000000000003,25,0.75,5,-537.8688489729686
0.35000000000000003,25,0.75,6,-545.526740904651
0.35000000000000003,25,0.8,2,-511.6176257433785
0.35000000000000003,25,0.8,3,-521.495962157921
0.35000000000000003,25,0.8,4,-531.5297032176694
0.35000000000000003,25,0.8,5,-544.2767577821471
0.35000000000000003,25,0.8,6,-553.9334708614343
0.35000000000000003,25,0.8500000000000001,2,-513.515946008353
0.35000000000000003,25,0.8500000000000001,3,-524.8291310289569
0.35000000000000003,25,0.8500000000000001,4,-536.4720695847543
0.35000000000000003,25,0.8500000000000001,5,-552.2101731523408
0.35000000000000003,25,0.8500000000000001,6,-564.7927215906352
0.35000000000000003,25,0.9,2,-515.8095978560327
0.35000000000000003,25,0.9,3,-528.9678016504677
0.35000000000000003,25,0.9,4,-542.6427299641913
0.35000000000000003,25,0.9,5,-562.7732798707581
0.35000000000000003,25,0.9,6,-580.1277700035412
0.35000000000000003,25,0.9500000000000001,2,-519.0128364745358
0.35000000000000003,25,0.9500000000000001,3,-534.9455372078013
0.35000000000000003,25,0.9500000000000001,4,-551.4740610087495
0.35000000000000003,25,0.9500000000000001,5,-579.3375980120583
0.35000000000000003,25,0.9500000000000001,6,-606.3947068812529
0.35000000000000003,25,1.0,2,-569.7344959688288
0.35000000000000003,25,1.0,3,-642.1998531252833
0.35000000000000003,25,1.0,4,-708.8971628034542
0.35000000000000003,25,1.0,5,-1062.1548612060049
0.35000000000000003,25,1.0,6,-1497.1083604553046
0.35000000000000003,30,0.0,2,-572.0740639623015
0.35000000000000003,30,0.0,3,-572.0740639623015
0.35000000000000003,30,0.0,4,-572.0740639623015
0.35000000000000003,30,0.0,5,-572.0740639623015
0.35000000000000003,30,0.0,6,-572.0740639623015
0.35000000000000003,30,0.05,2,-572.9064531061695
0.35000000000000003,30,0.05,3,-573.2528162154007
0.35000000000000003,30,0.05,4,-573.5515886377658
0.35000000000000003,30,0.05,5,-573.8283925391484
0.35000000000000003,30,0.05,6,-573.993073665778
0.35000000000000003,30,0.1,2,-573.762093214907
0.35000000000000003,30,0.1,3,-574.4742790865514
0.35000000000000003,30,0.1,4,-575.0930326409275
0.35000000000000003,30,0.1,5,-575.6713868054998
0.35000000000000003,30,0.1,6,-576.0175035618354
0.35000000000000003,30,0.15000000000000002,2,-574.6426486838233
0.35000000000000003,30,0.15000000000000002,3,-575.7419571648235
0.35000000000000003,30,0.15000000000000002,4,-576.7042783517492
0.35000000000000003,30,0.15000000000000002,5,-577.6124206545132
0.35000000000000003,30,0.15000000000000002,6,-578.1594095636055
0.35000000000000003,30,0.2,2,-575.5500148491819
0.35000000000000003,30,0.2,3,-577.0598576107134
0.35000000000000003,30,0.2,4,-578.3920937253043
0.35000000000000003,30,0.2,5,-579.6624552121615
0.35000000000000003,30,0.2,6,-580.4330420306369
0.35000000000000003,30,0.25,2,-576.4863698477989
0.35000000000000003,30,0.25,3,-578.4326013037498
0.35000000000000003,30,0.25,4,-580.1643272806303
0.35000000000000003,30,0.25,5,-581.8344230425566
0.35000000000000003,30,0.25,6,-582.8554129508568
0.35000000000000003,30,0.30000000000000004,2,-577.4542431730496
0.35000000000000003,30,0.30000000000000004,3,-579.8655689331482
0.35000000000000003,30,0.30000000000000004,4,-582.0301622163291
0.35000000000000003,30,0.30000000000000004,5,-584.1437375712604
0.35000000000000003,30,0.30000000000000004,6,-585.4470591024559
0.35000000000000003,30,0.35000000000000003,2,-578.4566081029902
0.35000000000000003,30,0.35000000000000003,3,-581.3650967782712
0.35000000000000003,30,0.35000000000000003,4,-584.0004534285198
0.35000000000000003,30,0.35000000000000003,5,-586.6089807437697
0.35000000000000003,30,0.35000000000000003,6,-588.2330885290047
0.35000000000000003,30,0.4,2,-579.4970091320724
0.35000000000000003,30,0.4,3,-582.9387449633634
0.35000000000000003,30,0.4,4,-586.088183561167
0.35000000000000003,30,0.4,5,-589.2528504477284
0.35000000000000003,30,0.4,6,-591.244646733979
0.35000000000000003,30,0.45,2,-580.5797422293155
0.35000000000000003,30,0.45,3,-584.5956745307271
0.35000000000000003,30,0.45,4,-588.3090947202587
0.35000000000000003,30,0.45,5,-592.1034969381014
0.35000000000000003,30,0.45,6,-594.5210223589452
0.35000000000000003,30,0.5,2,-581.710117517551
0.35000000000000003,30,0.5,3,-586.3471934734199
0.35000000000000003,30,0.5,4,-590.6825878679762
0.35000000000000003,30,0.5,5,-595.1964604693103
0.35000000000000003,30,0.5,6,-598.1127593015271
0.35000000000000003,30,0.55,2,-582.8948556435785
0.35000000000000003,30,0.55,3,-588.2075755908144
0.35000000000000003,30,0.55,4,-593.2330458534476
0.35000000000000003,30,0.55,5,-598.5775732244101
0.35000000000000003,30,0.55,6,-602.0864141244488
0.35000000000000003,30,0.6000000000000001,2,-584.1427112202176
0.35000000000000003,30,0.6000000000000001,3,-590.1953408136026
0.35000000000000003,30,0.6000000000000001,4,-595.9918580221455
0.35000000000000003,30,0.6000000000000001,5,-602.3074780079887
0.35000000000000003,30,0.6000000000000001,6,-606.5321272916549
0.35000000000000003,30,0.65,2,-585.4655039672521
0.35000000000000003,30,0.65,3,-592.3353610116873
0.35000000000000003,30,0.65,4,-599.000672751728
0.35000000000000003,30,0.65,5,-606.4690077762632
0.35000000000000003,30,0.65,6,-611.5762766330423
0.35000000000000003,30,0.7000000000000001,2,-586.8799337157512
0.35000000000000003,30,0.7000000000000001,3,-594.6625477941881
0.35000000000000003,30,0.7000000000000001,4,-602.3169521856631
0.35000000000000003,30,0.7000000000000001,5,-611.1799783817154
0.35000000000000003,30,0.7000000000000001,6,-617.4039508801067
0.35000000000000003,30,0.75,2,-588.4110391776387
0.35000000000000003,30,0.75,3,-597.2288487184749
0.35000000000000003,30,0.75,4,-606.024239775867
0.35000000000000003,30,0.75,5,-616.6171415359142
0.35000000000000003,30,0.75,6,-624.3020985416863
0.35000000000000003,30,0.8,2,-590.0995215773862
0.35000000000000003,30,0.8,3,-600.1180052186916
0.35000000000000003,30,0.8,4,-610.2532662939979
0.35000000000000003,30,0.8,5,-623.0659251757011
0.35000000000000003,30,0.8,6,-632.7514382924606
0.35000000000000003,30,0.8500000000000001,2,-592.0197270816298
0.35000000000000003,30,0.8500000000000001,3,-603.4816808147464
0.35000000000000003,30,0.8500000000000001,4,-615.2323807516161
0.35000000000000003,30,0.8500000000000001,5,-631.0401007016179
0.35000000000000003,30,0.8500000000000001,6,-643.653142646766
0.35000000000000003,30,0.9,2,-594.3351263368212
0.35000000000000003,30,0.9,3,-607.6506845037518
0.35000000000000003,30,0.9,4,-621.4396026292166
0.35000000000000003,30,0.9,5,-641.6437638211694
0.35000000000000003,30,0.9,6,-659.0303367066663
0.35000000000000003,30,0.9500000000000001,2,-597.5596139357407
0.35000000000000003,30,0.9500000000000001,3,-613.658152691318
